,web-scraper-order,web-scraper-start-url,pagination,pagination-href,price,kunstenaar,beschrijving,image-src,url,detail_page,detail_page-href,height_painting_cm,width_painting_cm,condition,technique,signed,framed,height_frame_cm,width_frame_cm,period,style,subject,name,file_path
25,1607960274-4884,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",280,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3348&q=filter&limit=12&status=sold&sort=enddate,d",500.0,Zvi Mairovich (1911-1974),"Olieverf op doek van Zvi Mairovich. Afmetingen werk incl lijst: H65 x b55 cm. Afmetingen werk: H59 x b49. Het werk is rechtsonder gesigneerd. De authenticiteit van het aangeboden werk wordt voor 100% gegarandeerd. Een certificaat van echtheid kan, op aanvraag, worden meegestuurd. Herkomst: Art gallery Alexander. Conditie: in goede staat. Lijst kan zo aan de muur.
Lijsten:Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas is kapot, zal dit worden vermeld.",https://images.kunstveiling.nl/tmp-90fbbe17bd349706ff62cc3becde6bc2-zvi-mairovich_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-abstract/252701"",",Bekijk item,https://www.kunstveiling.nl/items/zvi-mairovich-olieverf-op-doek-abstract/252701,58.0,48.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,64.0,54.0,1945 t/m 1999,Abstract,Abstract,Zvi Mairovich - olieverf op doek: abstract,..\data\0025.png
26,1607960024-4775,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",265,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3168&q=filter&limit=12&status=sold&sort=enddate,d",600.0,Camille Magnus (1850),"Camille Magnus (1850-?). Magnus, een Franse schilder, studeerde bij Diaz de la Peña en was in de 19e eeuw een bekend schilder van landschappen. Hij schilderde met name in Barbizon en Fontainebleau. In 1875 maakt hij zijn debuut bij de Salon van Parijs.",https://images.kunstveiling.nl/tmp-615e33263ca7053d67f3332b85dffcac-camille-magnus_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/paysage-a-barbizon/256994"",",Bekijk item,https://www.kunstveiling.nl/items/camille-magnus-paysage-a-barbizon/256994,32.0,40.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,56.0,66.0,1800 t/m 1899 (19e Eeuw),Impressionistisch,Landschap,Camille Magnus - Paysage à Barbizon,..\data\0026.png
27,1607956474-3236,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",93,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1104&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Henk Poeder (1897-1958),"Een mooi oud schilderij met een Landschap op de Veluwe met veel Brem .Maat van het doek is 40 bij 50 Maat met lijst is 60 bij 70 Schilderij en doek zijn in goede staat .Gesigneerd H K Poeder 
Hendrik Poeder werd op 20 april
1897 in Assen geboren. Hij woonde en werkte in Assen, Soest en in Kampen.
Poeder was een bekend illustrator en een kundig schilder van Veluwse
landschappen, waterlandschappen om Kampen en riviergezichten. 

De ouders van Henk Poeder waren weinig verguld met de wens van hun zoon om
kunstenaar te worden. Kontakten met kunstenaars onder Belgische vluchtelingen
hadden dan ook een averechts effect. De zoon bleef echter hardnekkig tekenen.
Als compromis werd de jonge Poeder bij een huis- en decoratieschilder
geplaatst. Daar verdiende hij een kwartje in de week waarvan hij een stuiver
voor zichzelf mocht houden.",https://images.kunstveiling.nl/tmp-1a6d3408e5a18af988c23767556777f1-henk-poeder_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/veluwe-met-brem/306993"",",Bekijk item,https://www.kunstveiling.nl/items/henk-poeder-veluwe-met-brem/306993,50.0,40.0,Goed,Olieverf,Handgesigneerd,Ingelijst,70.0,60.0,1945 t/m 1999,Klassiek,Landschap,Henk Poeder - Veluwe met Brem,..\data\0027.png
28,1607960927-5168,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",316,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3780&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Harry Koolen (1904-1985),"C2213

Kunstenaar: Harry Koolen
Voorstelling: Bloemstilleven
Medium: olie op doek
Gesigneerd r.o.

Dit werk kan worden opgehaald op onze locatie in Nieuwersluis.Voor meer informatie over de conditie, kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-47b31087e35e46b2371765c3eb22ab95-harry-koolen_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c2213-bloemstilleven/244477"",",Bekijk item,https://www.kunstveiling.nl/items/harry-koolen-c2213-bloemstilleven/244477,60.0,50.0,Goed,Olieverf,Handgesigneerd,Ingelijst,80.0,70.0,1945 t/m 1999,Impressionistisch,Bloemen en Planten,Harry Koolen - C2213 Bloemstilleven,..\data\0028.png
29,1607953049-1747,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",243,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2904&q=filter&limit=12&status=sold&sort=enddate,d",2200.0,Charlotte Molenkamp (1955),"Prachtig olieverf op doek van Charlotte Molenkamp. Titel: Landschappelijk geel (op de achterzijde met marker geschreven). Tevens een bevestigingsmail van Charlotte Molenkamp dat dit werk van haar is.  Afmetingen werk: H98 x b 118 cm. Afmetingen incl. lijst: H108 x b128 cm. 
I.v. m. de grootte en kwetsbaarheid van het werk, kan het worden opgehaald in 's-Gravenzande ( vlakbij Den Haag (Scheveningen), Rotterdam en Delft en 5 minuten van het strand). De termijn voor het ophalen is zeer ruim bij vooruitbetaling. M.a.w. de koper kan het werk weken of zelfs maanden later ophalen en het zo mogelijk combineren met een bezoek aan één van de bovengenoemde steden of het strand. 
Lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas is kapot, zal dit wel vermeld worden.
Het werk kan ook worden  bezorgd. Kosten voor bezorgen door een koerier zijn 47,50 euro binnen Nederland. Vlaanderen: 87,50 euro.",https://images.kunstveiling.nl/tmp-cb489dffc140bd2d561425d616cd3abe-charlotte-molenkamp_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-landschappelijk-geel/264263"",",Bekijk item,https://www.kunstveiling.nl/items/charlotte-molenkamp-olieverf-op-doek-landschappelijk-geel/264263,98.0,118.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,108.0,128.0,2000 t/m Heden,Abstract,Landschap,Charlotte Molenkamp - olieverf op doek: landschappelijk geel,..\data\0029.png
30,1607959962-4748,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",267,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3192&q=filter&limit=12&status=sold&sort=enddate,d",101.0,Rene van der Meulen (1940),"Oorspronkelijke galerieprijs: € 870,00
LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.



Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels. BTW: Alle genoemde bedragen en het bedrag dat u biedt zijn inclusief BTW. Voor zakelijke kopers is de BTW eventueel aftrekbaar over de gehele factuur (eindprijs, toeslag en verzend-/bezorgkosten).Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden. Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur. Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.
Administratieve code:

QQTL",https://images.kunstveiling.nl/tmp-076874953ecd7a1d7338b3f53194de00-rene-van-der-meulen_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gemengde-techniek-op-doek-de-raadsels-ingelijst/257450"",",Bekijk item,https://www.kunstveiling.nl/items/rene-van-der-meulen-gemengde-techniek-op-doek-de-raadsels-ingelijst/257450,40.0,30.0,Zeer Goed,Gemengde Techniek,Handgesigneerd,Ingelijst,43.0,33.0,1945 t/m 1999,Expressionistisch,Figuren,"Rene van der Meulen - Gemengde techniek op doek, De raadsels - Ingelijst",..\data\0030.png
31,1607958153-3964,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",177,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2112&q=filter&limit=12&status=sold&sort=enddate,d",500.0,Jan Makkes (1935-1999),"Verzending via koerier door grootte van het werk. Afhalen is ook mogelijk.Amsterdam 1935 - 1999De kunstschilder Jan Wilhelm Makkes werd als tweede kind binnen het gezin in 1935 te Amsterdam geboren. Kort nadien verhuisde het gezin naar Santpoort. Zijn vader was decoratieschilder en reclametekenaar. Op school was Jan een lastige een rebelse leerling. Uiteindelijk besloot hij naar de Kunstnijverheidsschool in Amsterdam te gaan. Hij hield het hier niet lang uit. Zijn opleiding kreeg hij in het Rijksmuseum, waar hij zonder toelatingsexamen, op basis van zijn goedgevulde map met tekeningen werd toegelaten. Hier kreeg hij les van Jan van Tongeren een ouderwetse degelijke leermeester voor wie hij veel bewondering had. Vervolgens werd hij toegelaten tot de Rijksacademie voor Beeldende Kunst. Hier lag hij voortdurend overhoop met zijn leraren Roling en Wiechers. De tijd was gekomen om zelf verder zijn weg te zoeken.

In de 50er jaren maakte Jan Makkes studie reizen naar Frankrijk en Engeland. met succes organiseerde hij in Santpoort zijn eerste verkooptentoonstellingen, waar hij zijn werk goed verkocht. Hij ontwikkelde een moderne stijl; snel, soms bijna driftig geschilderd, tegelijkertijd zuiver uitgewerkt en sfeerrijk, met heldere kleuren, modern maar warm.

Jan Makkes en Van Gogh
Jan Makkes voelde zich met Vincent van Gogh sterk verbonden. Hij bewonderde het werk van die kunstenaar mateloos. Qua karakter voelde hij punten van overeenkomst. ""Van Gogh schilderde het licht"" aldus Makkes. Dramatiek, dynamiek en gevoeligheid stralen uit zijn werk. Ik hoop altijd dat mensen dat ook in mijn werk ontdekken. In ieder geval is dat wat ik probeer over te brengen op het doek: licht, kleur, dramatiek en dynamiek. De reis die Makkes maakte langs de plaatsen waar Van Gogh had gewerkt was voor hem een soort pelgrimsreis.

De kunstenaar Makkes
Het kunstenaarsschap van Makkes heeft vele facetten. Een groter contrast bijvoorbeeld dan tussen zijn industrietekeningen en zijn uitbundige bloemstukken en landschappen is welhaast niet mogelijk. Makkes gebruikte veel agressieve kleuren, veel rood, zijn penseel vloog over het doek, van linksonder naar rechtsboven. Toch bracht hij uiteindelijk harmonie in zijn werk. Alle uitbundigheid bleef binnen de grenzen van de compositie. Makkes was geen droge schilder, hij gebruikte ontzettend veel verf om in de slotfase met het palletmes de finishing touch aan te brengen.De industriële periode
In de jaren 50 begon de dynamische wederopbouw van Nederland grootse vormen aan te nemen. Wegen, tunnels, bruggen, kanalen, sluizen en viaducten werden gebouwd. Schilder-tekenaar Eppo Doeve spoorde Makkes aan om de bouw van de Velsertunnel onder het Noordzeekanaal in tekening vast te leggen. Dat werd de aanzet voor vele tekeningen en schilderijen die Makkes in de daaropvolgende jaren maakte van weg- en waterbouw, inclusief de Deltawerken. Zijn tekeningen vonden hun weg naar vele dag- en weekbladen. Schilderijen van werken in aanbouw vindt men terug in veel directiekamers van kantoren en fabrieken.

Wintertijd 
Makkes had een voorliefde die moeilijk te rijmen viel met zijn voorliefde voor kleurrijke landschappen en bloemstillevens; hij hield het meest van sneeuw. Een landschap was voor hem op zij mooist als het door een dikke witte deken was toegedekt. Als het ongerept onder zware grijze luchten tot minimale contouren was teruggebracht. Een voorliefde die hij al uit zijn prille jeugd herinnerde: het hoogtepunt van het jaar was altijd weer de dag waarop het begon te sneeuwen.

In de familie Makkes wordt nog altijd de anekdote verteld over moeder Makkes die haar zevenjarige spruit bij een psychiater bracht omdat hij op een nacht het hele gezin wakker maakte door enthousiast te roepen ""het sneeuwt"", In augustus.....Info: lexicon Pieter A. Scheen, RKD",https://images.kunstveiling.nl/tmp-26024fee2b0788eaf2719264d7d20b6f-jan-makkes_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gigantisch-werk-uitzicht-op-dorpslandschap-105x145cm/266672"",",Bekijk item,https://www.kunstveiling.nl/items/jan-makkes-gigantisch-werk-uitzicht-op-dorpslandschap-105x145cm/266672,85.0,125.0,Nieuwstaat,Acryl,Handgesigneerd,Ingelijst,105.0,145.0,1945 t/m 1999,Expressionistisch,Landschap,"Jan Makkes - Gigantisch werk, uitzicht op dorpslandschap 105x145cm",..\data\0031.png
32,1607954873-2541,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",12,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=132&q=filter&limit=12&status=sold&sort=enddate,d",155.0,Bert Grotjohann (1939),"Bert Grotjohann heeft een achtergrond als graficus. In zijn schilderijen zien wij dit terugkomen door zijn zoektocht naar een wisselwerking tussen oppervlak en lijn (in al zijn facetten). Dit komt tot uiting door de grote vlakken, die worden onderbroken, en afgewisseld door dunnen lijnen in de voorstelling. Grotjohann's grafische vormgeving is altijd een bepalend en krachtig element gebleven in diens werkwijze, wat bijdraagt aan het eigen karakter van zijn schilderkunst.
LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur.Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.Volgrecht: Voor werken met een totale prijs (inclusief veilingkosten maar exclusief BTW) boven de 3000,- euro, is het wettelijk Volgrecht van minimaal 4% van toepassing. Het volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de vastgelegde bepalingen.",https://images.kunstveiling.nl/tmp-0347568974e2e689ae8188338aad96c7-bert-grotjohann_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gemengde-techniek-op-doek-byzantijns-landschap-ingelijst-groot/326370"",",Bekijk item,https://www.kunstveiling.nl/items/bert-grotjohann-gemengde-techniek-op-doek-byzantijns-landschap-ingelijst-groot/326370,80.0,100.0,Zeer Goed,Gemengde Techniek,Ongesigneerd,Ingelijst,82.0,102.0,2000 t/m Heden,Abstract,Abstract,"Bert Grotjohann - Gemengde techniek op doek, Byzantijns landschap - Ingelijst (Groot)",..\data\0032.png
33,1607969236-8790,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",7,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=72&q=filter&limit=12&status=sold&sort=enddate,d",175.0,Gerard van Wijland (1912-1993),"C4586, G. van Wijland, Polderlandschap met bootje te Ankeveen, olie op doek, rechtsonder gesigneerd, beeldmaat: 71,5 x 100,5 cm, lijstmaat; 87,5 x 115 cm.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-bbcfa2733234b7372b669c3e0ac64250-gerard-van-wijland_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4586-polderlandschap-met-bootje-te-ankeveen/327968"",",Bekijk item,https://www.kunstveiling.nl/items/gerard-van-wijland-c4586-polderlandschap-met-bootje-te-ankeveen/327968,71.0,100.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,87.0,115.0,1945 t/m 1999,Impressionistisch,Landschap,"Gerard van Wijland - C4586, Polderlandschap met bootje te Ankeveen",..\data\0033.png
34,1607957615-3730,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",148,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1764&q=filter&limit=12&status=sold&sort=enddate,d",280.0,Cor Bouter (1888-1966),"Dit schilderij is gemaakt door de Nederlandse kunstenaar Cornelis Wouter Bouter. Afgebeeld is een troep jonge jachthonden los in een heuvellandschap, Achterin zijn twee ruiters te herkennen. Het schilderij is 47 x 68 cm groot (67 x 88 cm inclusief lijst) en rechtsonder gesigneerd onder een bekend pseudoniem van de kunstenaar: C. Verschuur.",https://images.kunstveiling.nl/tmp-6c85890753a68b875a67898198348feb-cor-bouter_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/jachthonden-in-heuvellandschap/279092"",",Bekijk item,https://www.kunstveiling.nl/items/cor-bouter-jachthonden-in-heuvellandschap/279092,47.0,69.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,69.0,91.0,1900 t/m 1944,Klassiek,Landschap,Cor Bouter - Jachthonden in heuvellandschap,..\data\0034.png
35,1607953744-2049,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",158,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1884&q=filter&limit=12&status=sold&sort=enddate,d",140.0,Jaap Gidding (1887-1955),"Uniek, omstreeks 1920 geschilderd reliëf olieverf met voorstelling van een vogel op een tak. De voorstelling is door de vermaarde Art Deco kunstenaar Jaap Gidding (1887-1955) met de zg. ""druppeltechniek"" op het doek aangebracht. Daardoor ontstaat een tweedimensionaal effect, zodat dat de vogel los van het doek lijkt te komen. Hij heeft in deze voorstelling veel zilver en goudverf gebruikt. Het doek is linksonder gemonogrammeerd. 

Jaap Gidding was in zijn eigen tijd landelijk bekend vanwege zijn architectuur-gebonden decoraties. Hij speelde met elementen van Art Deco en Art Nouveau, zoals bijvoorbeeld te zien is in zijn werk aan het Theater Tuschinski in Amsterdam. Zijn stijl kende verschillende fasen: van eclectisch vroeg-expressionisme rond 1910 naar robuust expressionisme in de jaren 20, en een kubistische stijl in de jaren 30. Gidding schilderde en tekende ook landschappen en bloemstillevens, maar zijn hoofdactiviteiten lagen op het terrein van de decoratieve kunst en de kunstnijverheid. Voor verschillende fabrikanten werkte hij als ontwerper van glas, aardewerk, tapijten en tafelkleden, o.a. voor de Kon. Verenigde Tapijtfabrieken. Als decorateur werd hij ingeschakeld bij de inrichting van theaters, bioscopen, restaurants en café's. Hij produceerde behangselontwerpen, glasmozaïeken, wand- en plafondschilderingen en glas-in-loodpanelen. Ook vervaardigde hij panelen van eterniet.Zijn werk wordt in het algemeen gekenmerkt door vlakvullende, decoratieve composities met meestal in het centrum een hoofdthema, dat omgeven wordt door kleurige, fantasierijke ornamenten. Het hoofdonderwerp wordt vaak gevormd door gestileerde dierenmotieven, zoals herten en gazellen. Zijn werk kan strak van vorm, maar ook speels en los van karakter zijn. In het werk van Gidding is vooral de invloed van Colenbrander te herkennen. Onder invloed van het expressieve werk van de Duitse kunstenaars dat hij leerde kennen in München, gebruikte hij felle kleuren die echter nooit zo uitbundig zijn als die van zijn Duitse collega's.",https://images.kunstveiling.nl/tmp-e697a541ace982034d532b7f2ebd3d56-jaap-gidding_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/uniek-1920-art-deco-gedruppeld-olieverf-reliefvogel-met-kuif-gesigneerd/287541"",",Bekijk item,https://www.kunstveiling.nl/items/jaap-gidding-uniek-1920-art-deco-gedruppeld-olieverf-relief-vogel-met-kuif-gesigneerd/287541,35.0,25.0,Redelijk,Gemengde Techniek,Handgesigneerd,Ingelijst,50.0,40.0,1900 t/m 1944,Realistisch,Dieren,"Jaap Gidding - UNIEK! 1920 Art Deco gedruppeld olieverf-reliëf ""Vogel met Kuif"" gesigneerd",..\data\0035.png
